#	f1	f2
0.191	0.376
0.203	0.387
0.205	0.353
0.189	0.381
0.219	0.379
0.207	0.389
0.192	0.362
0.182	0.389
0.189	0.380
0.193	0.404
0.190	0.395
0.186	0.365
0.186	0.376
0.182	0.374
0.198	0.352
0.183	0.366
0.216	0.386
0.187	0.399
0.201	0.363
0.216	0.365
0.206	0.393
0.181	0.361
0.211	0.357
0.180	0.403
0.211	0.376
0.190	0.383
0.232	0.394
0.215	0.407
0.189	0.409
0.231	0.379
0.230	0.371
0.223	0.400
0.223	0.374
0.214	0.401
0.229	0.354
0.218	0.336
0.213	0.347
0.230	0.348
0.225	0.352
0.194	0.334
0.220	0.349
0.197	0.326
0.208	0.343
0.224	0.353
0.229	0.343
0.234	0.405
0.241	0.371
0.234	0.375
0.231	0.402
0.239	0.365
0.198	0.419
0.182	0.329
0.191	0.322
0.186	0.327
0.189	0.415
0.257	0.364
0.253	0.382
0.254	0.372
0.235	0.326
0.255	0.339
0.205	0.510
0.224	0.511
0.177	0.500
0.178	0.509
0.203	0.517
0.215	0.482
0.185	0.503
0.206	0.516
0.179	0.515
0.208	0.508
0.220	0.490
0.224	0.502
0.202	0.533
0.206	0.525
0.224	0.531
0.207	0.520
0.224	0.530
0.218	0.522
0.178	0.519
0.206	0.494
0.220	0.485
0.203	0.483
0.185	0.492
0.188	0.525
0.226	0.530
0.217	0.536
0.221	0.530
0.204	0.525
0.209	0.502
0.201	0.489
0.238	0.523
0.233	0.527
0.237	0.532
0.222	0.541
0.238	0.518
0.250	0.526
0.193	0.467
0.186	0.474
0.229	0.461
0.187	0.482
0.223	0.474
0.203	0.463
0.219	0.465
0.211	0.462
0.212	0.462
0.215	0.477
0.223	0.479
0.225	0.554
0.237	0.551
0.239	0.545
0.238	0.549
0.181	0.475
0.214	0.564
0.191	0.554
0.235	0.438
0.224	0.445
0.218	0.437
0.241	0.450
0.240	0.431
0.235	0.431
0.237	0.454
0.224	0.451
0.230	0.436
0.241	0.442
0.215	0.434
0.235	0.437
0.236	0.455
0.234	0.436
0.188	0.442
0.186	0.447
0.198	0.448
0.203	0.430
0.229	0.424
0.222	0.423
0.223	0.430
0.189	0.584
0.211	0.576
0.235	0.570
0.247	0.586
0.259	0.402
0.180	0.441
0.186	0.431
0.185	0.572
