#	f1	f2
0.764	0.132
0.774	0.151
0.764	0.151
0.745	0.149
0.744	0.133
0.770	0.130
0.755	0.114
0.788	0.127
0.764	0.135
0.758	0.122
0.752	0.126
0.785	0.118
0.764	0.123
0.786	0.129
0.742	0.122
0.775	0.146
0.756	0.127
0.761	0.128
0.744	0.130
0.751	0.124
0.768	0.145
0.769	0.117
0.740	0.140
0.774	0.130
0.777	0.120
0.767	0.124
0.762	0.115
0.739	0.136
0.761	0.149
0.746	0.117
0.763	0.115
0.760	0.107
0.780	0.128
0.769	0.154
0.752	0.129
0.779	0.135
0.773	0.141
0.776	0.117
0.755	0.175
0.759	0.169
0.764	0.176
0.765	0.169
0.770	0.175
0.769	0.176
0.771	0.164
0.784	0.165
0.752	0.161
0.756	0.172
0.762	0.173
0.748	0.156
0.771	0.171
0.761	0.166
0.757	0.158
0.770	0.175
0.770	0.168
0.732	0.158
0.731	0.138
0.743	0.171
0.739	0.146
0.730	0.153
0.725	0.146
0.730	0.159
0.729	0.160
0.747	0.174
0.732	0.166
0.736	0.125
0.727	0.145
0.735	0.144
0.730	0.141
0.725	0.134
0.732	0.142
0.747	0.172
0.732	0.111
0.726	0.124
0.740	0.121
0.767	0.105
0.771	0.106
0.783	0.111
0.792	0.124
0.773	0.103
0.760	0.099
0.770	0.104
0.739	0.099
0.736	0.099
0.768	0.095
0.769	0.102
0.750	0.094
0.755	0.098
0.797	0.109
0.785	0.105
0.796	0.104
0.795	0.107
0.809	0.119
0.784	0.095
0.776	0.093
0.719	0.153
0.796	0.143
0.758	0.083
0.753	0.088
0.763	0.084
0.770	0.176
0.797	0.148
0.747	0.183
0.743	0.187
0.751	0.176
0.758	0.195
0.756	0.186
0.757	0.182
0.770	0.192
0.770	0.198
0.772	0.196
0.774	0.197
0.782	0.184
0.791	0.189
0.794	0.165
0.720	0.180
0.721	0.161
0.730	0.182
0.720	0.180
0.744	0.198
0.736	0.197
0.799	0.091
0.793	0.092
0.787	0.195
0.776	0.201
0.730	0.196
0.743	0.206
0.729	0.197
0.758	0.203
0.755	0.202
0.788	0.204
0.774	0.210
0.791	0.203
0.794	0.194
0.773	0.211
0.795	0.192
0.781	0.201
0.764	0.220
0.799	0.196
0.798	0.203
0.799	0.200
0.798	0.180
0.797	0.165
0.804	0.189
0.803	0.191
0.796	0.179
0.801	0.209
0.805	0.210
0.802	0.207
0.808	0.205
0.793	0.219
0.802	0.219
0.807	0.212
0.808	0.219
0.809	0.221
0.815	0.203
0.817	0.185
0.818	0.181
0.813	0.218
0.820	0.212
0.803	0.165
0.813	0.170
0.810	0.167
0.826	0.189
0.826	0.187
0.801	0.234
0.786	0.230
0.822	0.227
0.827	0.212
0.828	0.202
0.827	0.204
0.828	0.217
0.825	0.218
0.830	0.204
0.823	0.232
0.808	0.239
0.821	0.238
0.797	0.240
0.837	0.212
0.830	0.185
0.839	0.201
0.836	0.213
0.837	0.194
0.833	0.203
0.835	0.209
0.830	0.187
0.840	0.207
0.842	0.222
0.845	0.176
0.845	0.204
0.848	0.196
0.837	0.178
0.829	0.174
0.844	0.174
0.836	0.181
0.833	0.166
0.850	0.216
0.849	0.204
0.845	0.235
0.843	0.237
0.851	0.229
0.858	0.201
0.859	0.209
0.853	0.223
0.861	0.220
0.861	0.219
0.858	0.185
0.862	0.200
0.856	0.176
0.835	0.245
0.850	0.242
0.848	0.239
0.848	0.240
0.853	0.232
0.856	0.235
0.838	0.244
0.868	0.197
0.864	0.187
0.869	0.207
0.861	0.181
0.873	0.199
0.860	0.176
0.871	0.219
0.869	0.232
0.867	0.233
0.874	0.210
0.864	0.236
0.871	0.215
0.834	0.248
0.831	0.252
0.869	0.236
0.866	0.250
0.828	0.252
0.827	0.250
0.880	0.195
0.877	0.201
0.880	0.200
0.879	0.210
0.875	0.195
0.879	0.213
0.882	0.221
0.885	0.211
0.878	0.236
0.882	0.231
0.881	0.224
0.880	0.187
0.886	0.196
0.858	0.260
0.862	0.259
0.885	0.179
0.890	0.205
0.880	0.181
0.887	0.217
0.897	0.199
0.896	0.215
0.886	0.228
0.867	0.261
0.878	0.257
0.904	0.188
0.896	0.188
0.899	0.198
0.893	0.174
0.897	0.185
0.900	0.213
0.905	0.211
0.900	0.230
0.906	0.228
0.820	0.340
0.821	0.318
0.823	0.327
0.813	0.356
0.813	0.348
0.815	0.324
0.840	0.355
0.836	0.340
0.842	0.350
0.823	0.332
0.808	0.353
0.810	0.317
0.836	0.351
0.805	0.320
0.832	0.351
0.801	0.326
0.816	0.358
0.805	0.331
0.836	0.357
0.836	0.337
0.814	0.345
0.803	0.355
0.840	0.346
0.826	0.315
0.819	0.356
0.809	0.342
0.802	0.347
0.810	0.333
0.814	0.362
0.799	0.334
0.808	0.327
0.814	0.362
0.816	0.329
0.800	0.319
0.814	0.310
0.819	0.307
0.809	0.313
0.828	0.315
0.806	0.305
0.822	0.296
0.826	0.312
0.840	0.306
0.812	0.299
0.798	0.311
0.827	0.309
0.823	0.302
0.822	0.312
0.799	0.358
0.794	0.370
0.801	0.371
0.790	0.349
0.808	0.368
0.797	0.373
0.808	0.377
0.804	0.363
0.788	0.356
0.802	0.377
0.817	0.381
0.824	0.367
0.799	0.377
0.815	0.370
0.792	0.332
0.792	0.317
0.790	0.329
0.797	0.305
0.794	0.309
0.791	0.307
0.808	0.294
0.783	0.328
0.784	0.319
0.816	0.383
0.822	0.381
0.786	0.367
0.784	0.352
0.798	0.377
0.850	0.320
0.850	0.313
0.827	0.290
0.847	0.308
0.832	0.291
0.837	0.373
0.804	0.289
0.835	0.288
0.814	0.283
0.827	0.279
0.843	0.293
0.838	0.278
0.837	0.277
0.826	0.275
0.834	0.286
0.821	0.273
0.804	0.279
0.803	0.276
0.777	0.372
0.795	0.382
0.774	0.361
0.781	0.384
0.774	0.375
0.770	0.365
0.781	0.380
0.788	0.388
0.775	0.373
0.800	0.387
0.771	0.360
0.814	0.395
0.824	0.396
0.799	0.401
0.771	0.387
0.767	0.377
0.790	0.402
0.850	0.279
0.845	0.271
0.847	0.280
0.848	0.291
0.845	0.280
0.839	0.276
0.855	0.287
0.855	0.281
0.855	0.285
0.857	0.296
0.853	0.273
0.858	0.292
0.860	0.312
0.859	0.278
0.861	0.283
0.822	0.261
0.767	0.390
0.770	0.392
0.769	0.386
0.782	0.402
0.872	0.266
0.872	0.296
0.877	0.276
0.875	0.288
0.877	0.270
0.873	0.266
0.881	0.291
0.884	0.288
0.885	0.328
0.890	0.337
0.894	0.350
0.889	0.343
0.885	0.306
0.892	0.322
0.875	0.336
0.874	0.312
0.865	0.317
0.874	0.346
0.887	0.343
0.894	0.314
0.863	0.322
0.879	0.318
0.882	0.308
0.899	0.312
0.894	0.308
0.875	0.308
0.883	0.333
0.862	0.320
0.891	0.325
0.879	0.307
0.864	0.335
0.860	0.328
0.869	0.316
0.886	0.317
0.880	0.360
0.853	0.341
0.866	0.348
0.895	0.303
0.910	0.320
0.894	0.289
0.893	0.289
0.905	0.302
0.891	0.357
0.887	0.289
0.899	0.278
0.889	0.281
0.898	0.282
0.832	0.140
0.848	0.151
0.835	0.155
0.833	0.146
0.847	0.120
0.842	0.140
0.823	0.129
0.807	0.139
0.815	0.150
0.810	0.144
0.848	0.121
0.819	0.118
0.832	0.132
0.823	0.145
0.834	0.117
0.813	0.155
0.850	0.129
0.833	0.126
0.817	0.134
0.829	0.160
0.830	0.153
0.840	0.151
0.868	0.157
0.867	0.166
0.858	0.133
0.862	0.152
0.871	0.149
0.858	0.166
0.855	0.171
0.859	0.130
0.869	0.146
0.861	0.159
0.867	0.164
0.870	0.146
0.812	0.163
0.812	0.160
0.832	0.108
0.856	0.113
0.852	0.106
0.872	0.118
0.856	0.118
0.862	0.104
0.854	0.110
0.844	0.112
0.872	0.117
0.843	0.105
0.839	0.098
0.860	0.099
0.847	0.101
0.805	0.138
0.807	0.143
0.806	0.137
0.802	0.146
0.809	0.156
0.872	0.128
0.826	0.095
0.888	0.148
0.886	0.144
0.885	0.161
0.891	0.147
0.878	0.128
0.874	0.110
0.872	0.108
0.830	0.087
0.808	0.103
0.832	0.084
0.843	0.089
0.848	0.088
0.812	0.100
0.823	0.088
0.821	0.087
0.863	0.098
0.856	0.092
0.877	0.110
0.850	0.086
0.851	0.087
0.860	0.082
0.864	0.088
0.828	0.081
0.830	0.081
0.807	0.099
0.805	0.087
0.810	0.083
0.818	0.078
0.800	0.081
0.802	0.076
0.904	0.240
0.919	0.244
0.900	0.262
0.903	0.257
0.932	0.261
0.915	0.175
0.902	0.166
0.901	0.159
0.905	0.179
0.714	0.355
0.710	0.333
0.713	0.349
0.714	0.323
0.710	0.318
0.938	0.370
0.922	0.383
0.935	0.370
0.935	0.381
0.755	0.251
0.747	0.255
0.782	0.233
0.946	0.307
0.940	0.351
0.942	0.352
0.929	0.357
0.940	0.358
0.696	0.213
0.700	0.232
0.698	0.233
0.700	0.215
0.711	0.235
0.711	0.292
0.708	0.277
0.708	0.305
0.712	0.310
0.788	0.279
0.751	0.308
0.788	0.284
0.786	0.285
0.873	0.007
0.859	0.011
0.852	0.042
0.875	0.014
0.909	0.087
0.908	0.092
0.914	0.097
0.779	0.042
0.786	0.015
0.764	0.052
0.934	0.132
0.927	0.120
0.795	0.038
0.841	0.014
0.697	0.103
0.706	0.034
0.825	0.622
0.817	0.627
0.829	0.600
0.832	0.629
0.833	0.606
0.833	0.645
0.839	0.641
0.807	0.620
0.819	0.617
0.825	0.602
0.806	0.606
0.826	0.637
0.829	0.615
0.842	0.614
0.837	0.610
0.832	0.644
0.809	0.614
0.821	0.609
0.825	0.626
0.840	0.611
0.811	0.633
0.815	0.635
0.850	0.623
0.822	0.638
0.814	0.642
0.809	0.635
0.839	0.602
0.835	0.634
0.808	0.637
0.835	0.605
0.841	0.625
0.813	0.612
0.807	0.615
0.832	0.638
0.803	0.630
0.804	0.606
0.799	0.636
0.843	0.597
0.835	0.598
0.853	0.608
0.845	0.595
0.831	0.591
0.834	0.588
0.825	0.596
0.850	0.596
0.834	0.588
0.843	0.578
0.852	0.594
0.837	0.584
0.851	0.632
0.853	0.623
0.852	0.644
0.856	0.628
0.797	0.601
0.790	0.603
0.799	0.605
0.788	0.604
0.791	0.605
0.819	0.660
0.828	0.660
0.859	0.606
0.862	0.628
0.859	0.630
0.863	0.623
0.861	0.600
0.808	0.658
0.864	0.635
0.866	0.630
0.867	0.612
0.862	0.591
0.859	0.591
0.852	0.650
0.851	0.574
0.843	0.572
0.849	0.577
0.861	0.580
0.857	0.577
0.837	0.575
0.867	0.600
0.813	0.573
0.839	0.559
0.863	0.571
0.852	0.568
0.830	0.558
0.822	0.563
0.844	0.561
0.855	0.567
0.861	0.561
0.875	0.631
0.865	0.648
0.865	0.649
0.850	0.658
0.868	0.649
0.858	0.657
0.871	0.654
0.848	0.659
0.868	0.660
0.850	0.659
0.861	0.661
0.796	0.590
0.774	0.596
0.797	0.585
0.804	0.581
0.794	0.591
0.795	0.590
0.784	0.590
0.783	0.585
0.793	0.589
0.797	0.579
0.799	0.579
0.799	0.579
0.878	0.641
0.879	0.639
0.887	0.635
0.876	0.656
0.867	0.568
0.869	0.570
0.868	0.556
0.837	0.550
0.821	0.563
0.827	0.555
0.880	0.574
0.882	0.573
0.883	0.574
0.882	0.577
0.833	0.535
0.861	0.549
0.838	0.536
0.835	0.545
0.838	0.546
0.852	0.544
0.816	0.563
0.850	0.545
0.858	0.545
0.818	0.558
0.833	0.545
0.854	0.544
0.879	0.560
0.860	0.671
0.858	0.670
0.864	0.670
0.876	0.670
0.887	0.661
0.832	0.674
0.852	0.674
0.848	0.677
0.850	0.679
0.832	0.667
0.853	0.680
0.890	0.641
0.891	0.653
0.870	0.676
0.862	0.682
0.885	0.670
0.878	0.681
0.854	0.685
0.808	0.576
0.795	0.566
0.813	0.570
0.786	0.561
0.814	0.563
0.844	0.526
0.831	0.533
0.829	0.530
0.826	0.530
0.810	0.549
0.826	0.525
0.811	0.543
0.859	0.538
0.863	0.530
0.863	0.536
0.851	0.692
0.859	0.694
0.861	0.688
0.841	0.687
0.849	0.698
0.827	0.674
0.843	0.703
0.847	0.704
0.884	0.686
0.878	0.700
0.886	0.684
0.871	0.505
0.861	0.511
0.885	0.515
0.871	0.518
0.848	0.495
0.862	0.494
0.861	0.517
0.858	0.503
0.881	0.485
0.882	0.516
0.864	0.520
0.882	0.484
0.851	0.496
0.882	0.506
0.863	0.516
0.848	0.508
0.852	0.495
0.853	0.513
0.869	0.502
0.851	0.501
0.867	0.513
0.866	0.484
0.879	0.494
0.879	0.486
0.877	0.524
0.851	0.496
0.874	0.527
0.844	0.507
0.842	0.515
0.834	0.495
0.841	0.483
0.831	0.496
0.827	0.494
0.839	0.493
0.835	0.495
0.834	0.479
0.832	0.513
0.834	0.491
0.841	0.484
0.868	0.480
0.881	0.479
0.812	0.497
0.827	0.476
0.830	0.477
0.822	0.482
0.820	0.496
0.823	0.474
0.839	0.471
0.817	0.502
0.818	0.497
0.851	0.462
0.849	0.469
0.824	0.470
0.830	0.467
0.806	0.488
0.816	0.475
0.805	0.486
0.804	0.489
0.816	0.473
0.802	0.495
0.818	0.461
0.831	0.456
0.838	0.454
0.815	0.468
0.817	0.467
0.829	0.460
0.789	0.486
0.814	0.519
0.791	0.498
0.788	0.494
0.795	0.510
0.798	0.483
0.809	0.518
0.819	0.445
0.818	0.445
0.819	0.446
0.793	0.478
0.795	0.464
0.797	0.459
0.784	0.506
0.826	0.440
0.794	0.459
0.814	0.440
0.812	0.438
0.801	0.450
0.792	0.460
0.842	0.409
0.853	0.387
0.841	0.429
0.860	0.425
0.849	0.393
0.866	0.411
0.848	0.431
0.819	0.417
0.841	0.426
0.833	0.409
0.860	0.414
0.852	0.402
0.861	0.410
0.852	0.416
0.850	0.395
0.835	0.399
0.842	0.424
0.842	0.423
0.839	0.400
0.819	0.407
0.837	0.428
0.851	0.415
0.826	0.408
0.856	0.436
0.863	0.430
0.851	0.445
0.866	0.446
0.882	0.417
0.879	0.420
0.861	0.445
0.867	0.437
0.860	0.428
0.866	0.438
0.873	0.407
0.873	0.435
0.873	0.429
0.852	0.435
0.861	0.449
0.884	0.432
0.872	0.432
0.855	0.441
0.863	0.448
0.882	0.432
0.884	0.399
0.889	0.405
0.865	0.397
0.887	0.422
0.872	0.400
0.879	0.403
0.885	0.418
0.886	0.403
0.884	0.407
0.839	0.382
0.869	0.385
0.885	0.437
0.868	0.462
0.879	0.456
0.882	0.458
0.894	0.424
0.886	0.388
0.877	0.384
0.875	0.384
0.885	0.375
0.867	0.371
0.886	0.366
0.867	0.365
0.881	0.361
0.863	0.370
0.863	0.736
0.865	0.743
0.883	0.744
0.862	0.750
0.867	0.729
0.872	0.737
0.860	0.722
0.846	0.721
0.861	0.721
0.881	0.754
0.868	0.722
0.842	0.722
0.856	0.745
0.857	0.721
0.875	0.749
0.875	0.735
0.875	0.748
0.869	0.716
0.862	0.743
0.858	0.741
0.856	0.725
0.884	0.724
0.887	0.751
0.890	0.747
0.866	0.768
0.882	0.755
0.889	0.741
0.896	0.730
0.883	0.764
0.899	0.739
0.891	0.738
0.897	0.729
0.907	0.739
0.891	0.746
0.895	0.747
0.897	0.748
0.845	0.769
0.864	0.774
0.841	0.708
0.844	0.717
0.837	0.716
0.848	0.711
0.838	0.701
0.882	0.775
0.886	0.770
0.892	0.718
0.885	0.707
0.880	0.702
0.904	0.718
0.895	0.704
0.897	0.705
0.900	0.772
0.904	0.766
0.909	0.734
0.911	0.739
0.891	0.779
0.904	0.705
0.911	0.714
0.879	0.781
0.914	0.691
0.890	0.691
0.909	0.684
0.899	0.689
0.912	0.694
0.898	0.689
0.912	0.693
0.891	0.686
0.898	0.675
0.909	0.667
0.773	0.426
0.774	0.427
0.760	0.418
0.760	0.432
0.769	0.434
0.771	0.435
0.792	0.423
0.763	0.428
0.776	0.424
0.775	0.431
0.774	0.441
0.780	0.413
0.782	0.416
0.798	0.429
0.761	0.421
0.754	0.415
0.782	0.416
0.786	0.427
0.779	0.441
0.794	0.429
0.779	0.431
0.764	0.444
0.762	0.442
0.768	0.452
0.746	0.448
0.798	0.443
0.776	0.464
0.757	0.461
0.803	0.414
0.804	0.412
0.804	0.425
0.774	0.467
0.758	0.464
0.766	0.472
0.771	0.471
0.758	0.473
0.756	0.471
0.778	0.477
0.773	0.478
0.777	0.489
0.766	0.481
0.775	0.487
0.764	0.490
0.768	0.502
0.779	0.514
0.782	0.535
0.769	0.520
0.759	0.522
0.761	0.525
0.790	0.535
0.791	0.530
0.762	0.512
0.785	0.539
0.777	0.536
0.780	0.536
0.789	0.530
0.788	0.537
0.795	0.526
0.789	0.531
0.795	0.527
0.779	0.536
0.769	0.527
0.792	0.536
0.774	0.521
0.794	0.538
0.774	0.540
0.787	0.547
0.800	0.549
0.770	0.544
0.768	0.554
0.752	0.526
0.734	0.520
0.740	0.522
0.750	0.541
0.744	0.610
0.742	0.593
0.744	0.628
0.738	0.604
0.740	0.580
0.739	0.602
0.738	0.606
0.935	0.642
0.902	0.654
0.898	0.632
0.896	0.649
0.901	0.644
0.945	0.647
0.938	0.789
0.905	0.545
0.902	0.578
0.909	0.545
0.910	0.573
0.902	0.575
0.930	0.557
0.911	0.532
0.932	0.397
0.935	0.412
0.806	0.687
0.944	0.475
0.921	0.524
0.920	0.480
0.916	0.475
0.923	0.479
0.917	0.503
0.745	0.647
0.747	0.635
0.750	0.638
0.748	0.665
0.744	0.636
0.730	0.533
0.731	0.579
0.734	0.572
0.736	0.544
0.734	0.577
0.919	0.583
0.911	0.609
0.902	0.581
0.897	0.622
0.898	0.585
0.899	0.585
0.925	0.457
0.931	0.442
0.927	0.443
0.927	0.430
0.925	0.441
0.731	0.644
0.732	0.632
0.958	0.655
1.000	0.649
0.993	0.711
0.970	0.736
0.937	0.383
0.909	0.408
0.933	0.386
0.943	0.139
0.978	0.663
0.709	0.295
0.895	0.327
0.944	0.342
0.784	0.306
0.730	0.061
0.784	0.212
0.757	0.236
0.910	0.089
0.897	0.710
0.907	0.729
0.912	0.685
0.897	0.700
0.913	0.703
0.788	0.596
0.785	0.597
0.782	0.580
0.739	0.603
0.742	0.591
0.739	0.008
0.909	0.530
0.900	0.579
0.910	0.532
0.834	0.702
0.839	0.719
0.727	0.187
0.736	0.187
0.727	0.168
0.730	0.187
0.735	0.170
0.726	0.184
0.906	0.201
0.902	0.195
0.895	0.209
0.923	0.459
0.904	0.430
0.783	0.167
0.752	0.190
0.775	0.194
0.770	0.196
0.753	0.195
0.788	0.181
0.751	0.169
0.762	0.160
0.748	0.189
0.775	0.184
0.759	0.203
0.767	0.158
0.746	0.188
0.755	0.161
0.782	0.160
0.789	0.196
0.779	0.176
0.781	0.210
0.753	0.188
0.780	0.351
0.772	0.362
0.783	0.319
0.787	0.354
0.807	0.595
0.798	0.588
0.815	0.623
0.799	0.624
0.842	0.594
0.839	0.585
0.805	0.601
0.819	0.593
0.837	0.592
0.805	0.610
0.802	0.609
0.802	0.629
0.829	0.582
0.811	0.608
0.835	0.606
0.822	0.617
0.811	0.621
0.802	0.596
0.801	0.605
0.807	0.599
0.919	0.501
0.918	0.476
0.917	0.476
0.743	0.657
0.826	0.376
0.800	0.394
0.831	0.392
0.812	0.377
0.841	0.413
0.797	0.371
0.821	0.372
0.818	0.382
0.811	0.398
0.840	0.406
0.817	0.419
0.795	0.376
0.825	0.420
0.841	0.218
0.838	0.231
0.818	0.240
0.838	0.215
0.832	0.211
0.820	0.211
0.813	0.214
0.827	0.220
0.829	0.258
0.826	0.293
0.825	0.282
0.822	0.284
0.809	0.312
0.840	0.264
0.814	0.287
0.817	0.264
0.816	0.264
0.810	0.301
0.820	0.299
0.816	0.315
0.828	0.313
0.809	0.276
0.836	0.280
0.829	0.293
0.888	0.753
0.865	0.750
0.868	0.769
0.880	0.747
0.865	0.747
0.871	0.757
0.876	0.762
0.882	0.752
0.886	0.778
0.856	0.749
0.889	0.765
0.860	0.741
0.892	0.765
0.903	0.256
0.905	0.256
0.903	0.262
0.902	0.221
0.900	0.257
0.874	0.012
0.736	0.220
0.734	0.251
0.879	0.167
0.873	0.167
0.855	0.159
0.862	0.197
0.845	0.174
0.845	0.183
0.845	0.162
0.874	0.185
0.864	0.187
0.845	0.196
0.890	0.185
0.883	0.184
0.883	0.163
0.892	0.194
0.890	0.183
0.879	0.207
0.854	0.200
0.829	0.155
0.836	0.150
0.808	0.135
0.827	0.144
0.814	0.149
0.812	0.151
0.793	0.112
0.823	0.130
0.816	0.147
0.803	0.145
0.792	0.158
0.840	0.106
0.804	0.142
0.827	0.146
0.909	0.660
0.904	0.663
0.903	0.670
0.944	0.650
0.736	0.575
0.726	0.542
0.836	0.679
0.809	0.653
0.812	0.632
0.833	0.639
0.825	0.651
0.828	0.633
0.828	0.683
0.840	0.635
0.820	0.638
0.831	0.677
0.900	0.280
0.898	0.282
0.922	0.295
0.786	0.106
0.761	0.134
0.766	0.108
0.751	0.133
0.765	0.146
0.738	0.135
0.772	0.148
0.760	0.115
0.755	0.127
0.755	0.155
0.764	0.129
0.743	0.109
0.744	0.108
0.743	0.112
0.777	0.127
0.788	0.135
0.782	0.120
0.746	0.149
0.783	0.118
0.760	0.128
0.746	0.119
0.903	0.612
0.930	0.603
0.904	0.582
0.804	0.324
0.818	0.327
0.804	0.366
0.831	0.349
0.838	0.364
0.833	0.345
0.805	0.349
0.825	0.330
0.832	0.319
0.817	0.322
0.807	0.323
0.808	0.356
0.826	0.332
0.815	0.339
0.806	0.329
0.803	0.316
0.813	0.365
0.801	0.332
0.836	0.323
0.804	0.317
0.787	0.093
0.788	0.094
0.786	0.083
0.744	0.098
0.742	0.097
0.789	0.088
0.779	0.094
0.720	0.151
0.732	0.130
0.735	0.131
0.729	0.142
0.736	0.153
0.735	0.157
0.864	0.086
0.849	0.081
0.860	0.097
0.869	0.093
0.847	0.092
0.854	0.086
0.887	0.344
0.854	0.326
0.866	0.353
0.874	0.346
0.843	0.323
0.875	0.341
0.862	0.333
0.869	0.321
0.849	0.339
0.878	0.330
0.876	0.321
0.885	0.333
0.879	0.349
0.885	0.324
0.765	0.482
0.772	0.495
0.767	0.482
0.782	0.511
0.768	0.494
0.789	0.520
0.784	0.489
0.763	0.514
0.878	0.406
0.866	0.414
0.855	0.420
0.853	0.418
0.884	0.393
0.880	0.419
0.883	0.420
0.857	0.413
0.881	0.382
0.891	0.375
0.876	0.419
0.859	0.402
0.845	0.372
0.879	0.573
0.870	0.543
0.848	0.531
0.863	0.535
0.856	0.578
0.868	0.536
0.879	0.532
0.869	0.559
0.892	0.564
0.848	0.554
0.872	0.571
0.875	0.537
0.892	0.559
0.842	0.566
0.855	0.680
0.876	0.641
0.843	0.633
0.888	0.637
0.893	0.647
0.865	0.659
0.873	0.676
0.874	0.665
0.885	0.677
0.860	0.679
0.869	0.684
0.884	0.673
0.861	0.666
0.851	0.682
0.864	0.676
0.853	0.670
0.860	0.588
0.877	0.622
0.881	0.585
0.845	0.622
0.847	0.616
0.878	0.606
0.862	0.585
0.852	0.623
0.858	0.609
0.851	0.585
0.810	0.524
0.798	0.522
0.802	0.474
0.842	0.524
0.795	0.508
0.795	0.507
0.790	0.490
0.814	0.518
0.834	0.518
0.795	0.520
0.798	0.503
0.790	0.520
0.790	0.474
0.826	0.487
0.834	0.493
0.711	0.341
0.874	0.271
0.869	0.267
0.889	0.314
0.848	0.294
0.851	0.296
0.879	0.271
0.865	0.297
0.878	0.303
0.875	0.276
0.843	0.287
0.877	0.314
0.877	0.278
0.864	0.273
0.869	0.293
0.874	0.315
0.854	0.302
0.840	0.079
0.832	0.089
0.821	0.095
0.824	0.086
0.794	0.099
0.820	0.087
0.817	0.081
0.825	0.087
0.836	0.094
0.812	0.076
0.874	0.114
0.860	0.148
0.854	0.157
0.843	0.115
0.859	0.149
0.888	0.151
0.879	0.110
0.886	0.129
0.866	0.126
0.873	0.128
0.871	0.151
0.879	0.125
0.882	0.132
0.810	0.163
0.824	0.203
0.794	0.195
0.830	0.183
0.826	0.195
0.810	0.206
0.821	0.187
0.819	0.160
0.820	0.163
0.797	0.192
0.838	0.176
0.842	0.197
0.831	0.186
0.836	0.210
0.814	0.177
0.817	0.172
0.826	0.186
0.841	0.180
0.838	0.159
0.810	0.173
0.774	0.408
0.785	0.405
0.788	0.382
0.777	0.397
0.779	0.410
0.778	0.418
0.780	0.380
0.785	0.403
0.773	0.389
0.889	0.716
0.850	0.734
0.890	0.721
0.874	0.737
0.846	0.703
0.888	0.709
0.877	0.688
0.890	0.685
0.851	0.725
0.894	0.720
0.893	0.707
0.893	0.720
0.869	0.728
0.856	0.708
0.896	0.767
0.947	0.745
0.907	0.751
0.854	0.440
0.869	0.444
0.848	0.428
0.853	0.464
0.857	0.441
0.868	0.462
0.863	0.431
0.862	0.466
0.849	0.428
0.846	0.434
0.851	0.434
0.871	0.470
0.871	0.430
0.765	0.472
0.769	0.453
0.765	0.435
0.781	0.467
0.755	0.449
0.766	0.432
0.761	0.442
0.768	0.454
0.778	0.424
0.764	0.452
0.766	0.430
0.763	0.433
0.851	0.491
0.849	0.499
0.856	0.489
0.882	0.524
0.848	0.524
0.879	0.485
0.854	0.499
0.879	0.522
0.861	0.511
0.842	0.483
0.857	0.495
0.868	0.493
0.847	0.501
0.860	0.513
0.861	0.483
0.846	0.243
0.842	0.261
0.871	0.232
0.891	0.238
0.850	0.218
0.888	0.244
0.881	0.217
0.872	0.250
0.874	0.254
0.843	0.242
0.855	0.214
0.886	0.218
0.864	0.250
0.884	0.212
0.868	0.238
0.879	0.221
0.821	0.451
0.805	0.460
0.826	0.427
0.836	0.457
0.812	0.467
0.807	0.446
0.826	0.455
0.808	0.468
0.805	0.454
0.814	0.459
0.828	0.442
0.799	0.453
0.833	0.422
0.815	0.455
0.824	0.464
0.782	0.538
