#	f1	f2
0.430	0.143
0.435	0.165
0.449	0.149
0.443	0.127
0.413	0.145
0.446	0.127
0.411	0.142
0.435	0.121
0.444	0.139
0.435	0.143
0.423	0.166
0.420	0.128
0.437	0.137
0.416	0.134
0.445	0.144
0.424	0.138
0.437	0.155
0.416	0.157
0.435	0.144
0.451	0.159
0.432	0.152
0.419	0.132
0.422	0.153
0.409	0.130
0.414	0.144
0.423	0.159
0.424	0.124
0.431	0.142
0.410	0.158
0.461	0.127
0.455	0.133
0.474	0.145
0.460	0.167
0.460	0.136
0.471	0.154
0.469	0.152
0.454	0.168
0.454	0.163
0.462	0.129
0.457	0.160
0.456	0.150
0.460	0.161
0.469	0.164
0.452	0.169
0.464	0.129
0.461	0.128
0.454	0.167
0.454	0.169
0.457	0.108
0.434	0.111
0.429	0.112
0.430	0.113
0.448	0.105
0.445	0.109
0.448	0.110
0.469	0.124
0.405	0.116
0.413	0.105
0.407	0.119
0.411	0.118
0.451	0.175
0.435	0.176
0.453	0.178
0.459	0.181
0.454	0.178
0.456	0.178
0.460	0.181
0.450	0.181
0.476	0.159
0.486	0.126
0.476	0.137
0.458	0.102
0.486	0.129
0.473	0.121
0.465	0.107
0.485	0.145
0.496	0.146
0.494	0.151
0.491	0.148
0.477	0.163
0.479	0.158
0.481	0.151
0.484	0.147
0.479	0.172
0.475	0.183
0.475	0.176
0.456	0.188
0.445	0.185
0.473	0.181
0.468	0.183
0.481	0.174
0.471	0.180
0.471	0.176
0.486	0.174
0.449	0.191
0.487	0.119
0.444	0.092
0.462	0.098
0.462	0.084
0.478	0.100
0.457	0.093
0.447	0.093
0.458	0.091
0.444	0.096
0.474	0.095
0.453	0.097
0.447	0.083
0.433	0.089
0.427	0.097
0.446	0.084
0.448	0.199
0.446	0.201
0.437	0.199
0.440	0.201
0.496	0.172
0.493	0.120
0.461	0.077
0.462	0.083
0.476	0.084
0.486	0.096
0.483	0.096
0.483	0.091
0.487	0.098
0.489	0.110
0.488	0.102
0.501	0.143
0.502	0.157
0.503	0.156
0.502	0.141
0.504	0.152
0.514	0.154
0.514	0.132
0.512	0.161
0.512	0.138
0.513	0.159
0.513	0.163
0.490	0.180
0.494	0.182
0.490	0.187
0.498	0.183
0.491	0.195
0.486	0.198
0.426	0.194
0.425	0.200
0.504	0.185
0.505	0.183
0.454	0.072
0.446	0.073
0.455	0.070
0.447	0.069
0.443	0.072
0.484	0.089
0.471	0.076
0.485	0.090
0.454	0.068
0.485	0.086
0.453	0.066
0.502	0.110
0.490	0.102
0.496	0.117
0.503	0.104
0.427	0.070
0.505	0.193
0.518	0.182
0.482	0.066
0.500	0.115
0.505	0.097
0.513	0.107
0.522	0.156
0.522	0.137
0.521	0.165
0.521	0.163
0.538	0.158
0.534	0.157
0.535	0.165
0.528	0.133
0.526	0.180
0.536	0.167
0.499	0.206
0.503	0.203
0.522	0.192
0.521	0.194
0.520	0.189
0.520	0.193
0.503	0.071
0.504	0.071
0.535	0.137
0.540	0.151
0.539	0.149
0.543	0.153
0.533	0.185
0.545	0.169
0.547	0.137
0.557	0.142
0.558	0.161
0.551	0.173
0.553	0.156
0.552	0.142
0.543	0.139
0.558	0.167
0.549	0.184
0.549	0.183
0.547	0.188
0.530	0.216
0.531	0.200
0.538	0.194
0.519	0.208
0.539	0.206
0.528	0.199
0.545	0.198
0.537	0.211
0.553	0.129
0.531	0.124
0.550	0.119
0.555	0.135
0.519	0.118
